title,text
JosephUkoEdwin1,"@EndSARS, youths doggedly marching in protest #stoppolicebrutality, I want to emphasise that this quagmire is tied to corrupt system of leadership. Corruption must give way for service as antidotes to good leadership and governance #NigerianLivesMatter"
stephycool4u,@HenshawKate @endsars MTN
ARRAY_CWD,"Why do the police parade the streets with AK’s but the Army is short on AMMUNITIONS in SAMBISA???

A country with MISPLACED PRIORITIES...
#ReformTheNigerianPolice @Endsars"
LadyBB72340400,@MobilePunch Resolve major issues first na..how will student return back to school when their security is not guaranteed @ENDSARS
terrybrandy5,@EndSARS https://t.co/g50eNhfZPZ
All2soul,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣@ENDSARS https://t.co/VckSq4wBp9
IbnNaasir,@proftaofeek @AbidemiBello11 @EndSars الله يجمعنا على خير عن قريب...
TweetKhalifa,@simplyhabay_oni @mfolagbade123 @Aladay7 @TosinOlugbenga @MBuhari @EndSars ...if you commit a crime before a Police officer. How is that not okay?
Ibrahim35275987,"@AishaYesufu @AishaYesufu don’t forget we are still going to readdress the issue of those extortionist @Senators &amp; @Houseofreps after this protest @EndSars @EndPoliceBrutality
 @EndSwat 
#UNITEDWEMOVEWITHYOU"
JosephAbang5,@HenshawKate @endsars at list I have be going too protests for past 4 days now and nothing will stop https://t.co/ukn0WbGqrw follower's.
sewanu17,@HenshawKate @Endsars MTN
NICEgee101,@endsars https://t.co/LTorBlZcEX
tobentopauloo,@TheRealKufre85 @Bellowasiu2 @bukkyigwe @BayoAdedosu @jidesanwoolu @EndSars Thank God he would not be a victim of stray bullets of trigger happy police men anymore.
owolablinks,@YomYom_ @the_lopetee @Endsars
Iriwolede,@EndSars https://t.co/yYXHNWIRxV
enahoro_solomon,@UnclePamilern @iamboyeaina @Endsars
LeTunde,@pauxy38 @HenshawKate @ENDSARS MTN
owolablinks,From sars to swat @Endsars https://t.co/KYmR2p4a7U
Ibrahim35275987,We are still going to readdress the issue of those extortionist @Senators &amp; @Houseofrepresentatives after this protest @EndSars @EndPoliceBrutality @EndSwat
stephmarie1111,"ENDSARS 
@Endsars"
OcVincent3,"@DanielI64468175 @Naijatwiter This is @NGRPresident anything can happen
@endsars"
John45716769,@falzthebahdguy @Endsars
ISBW31,@Endsars https://t.co/wquRDMGhov
negro_bird,@Iam_olujay @the_amarion Legality doesn't defines Morality!!  Y'all hating can just go to hell!! How can you be fighting Against @Policebrutality @ENDSARS WHILE you showing cold shoulder and hating on others with a different sexual orientation. You straight no be anybody business!!
OG_Mckenzy,mentally derailed sir . they are mentally hardworking when it comes to looting @endsars #endmustend #endbadgovernace https://t.co/nikTu8wHvp
proftaofeek,@IbnNaasir @AbidemiBello11 @EndSars اللقاء يكون يوما آخر إن شاء الله
temmy_dee26,@HenshawKate @iSNAP__ @ENDSARS
mikeue2020,@EndSARS https://t.co/prhOKoAhug
Funyibogal1,@UnclePamilern @Endsars
_choco_timmy,#ENDSARS @ENDSARS https://t.co/7B2HQAKX4O
Uzosmart11,@ENDSARS
IbnNaasir,@AbidemiBello11 @EndSars @proftaofeek
LeTunde,@HenshawKate @ENDSARS MTN
omoikehope99,@MBuhari the Country will be divided because we need President @realDonaldTrump @OloriSupergal  @Avengers @Endsars @instablog9ja
CoolestSon3,"@MarcusRashford No Room For Racism Please support @ENDSARS and save people life in Nigeria....   I don’t know about you but I will keep Retweeting and tweeting till #EndSARS tops the world Trend 

Let the world feel the power of this Phone pressing Generation 

Retweet aggressively!!"
Imoh91376959,#EndSARS @ENDSARS#OURMUMUDONDO#ENDPOLICEBURTALITY# https://t.co/7PbVE8uaMo
UDA67178923,@Endsars
AramideSheila,#EndSARS. We need a better Nigeria🇳🇬@EndSars https://t.co/Jwid18hMuR
adammabdullahi,@reIagz @ENDSARS
chuksfed,@Auntyadaa @Endsars💪
JNice61156889,@endsars#💪💪
chuksfed,"@iam_doctormayor @teejanson @@teejanson plz credit me, I'm also protesting
@Endsars"
CoolestSon3,"@ImranSZN @Joyslyn_ If your family member is a politician dont just come here and post, please just go to them and tell them to @ENDSARS"
AbrahamHero3,"@JesutoniJesse @victororigin @Swatmustend
@EndSars"
AngelicaVentti1,@EndSARS is a game changer for a better Nigeria. Support the project if you really love Nigeria
AbrahamHero3,"@thequietex #EndSwat
@EndSars
@Swatmustend"
Oluwafi10174614,@LadyDonli @ENDSARS #FEM d rhymes goes with what we want in this protest
Santosak,@UnclePamilern @EndSARS
TheRealKufre85,"@tobentopauloo @Bellowasiu2 @bukkyigwe @BayoAdedosu @jidesanwoolu @EndSars If anything happens to them, will you take responsibility for it?"
Thisikem,Every Nigerian Youths should get a Nigerian Flag @EndSARS #EndSWAT
Kenneth45909996,"@Endsars 
Another 2pac https://t.co/XqWj9PBIyX"
Aladay7,"@simplyhabay_oni @mfolagbade123 @TosinOlugbenga @MBuhari @EndSars Please read the Police act and don't depend on social media.The section that you are quoting talks about when that is permissible.If you commit an offence in front of a police officer, he doesn't need to go to court to get a warrant.His job is to arrest you &amp; put you up for trial"
oladimillion123,@ENDSARS! https://t.co/ilWZRRB9oo
LawalHalilu12,"@Jack thanks for the emoji 
@mrmacaronii ur account is next to verify 
@ENDSARS
@Endswat
@Endbadgovernance"
CoolestSon3,"@waxzyy_ If your family member is a politician please dont just come here and post, please just go to them and tell them to @Endsars"
simplyhabay_oni,@mfolagbade123 @Aladay7 @TosinOlugbenga @MBuhari @EndSars The same act that allows this already corrupt Nigerian police to arrest you without warrant?
Urbc_Nig,@akinola_leke @EndSars Thank you sir
JirgbaInnocent,"@cuppymusic We don @ENDSARS but we still bring another one come for una.
This one na #SWAT 🤣🤣🤣 Chai  confusion ooooooh Nigeria. https://t.co/sIuh9oKLpK"
CoolestSon3,"@Ebuka @234Slattery @ArtbyOye If your family member is a politician, please dont come here and post, just go to them and tell them to @Endsars"
palonelove,"EFCC on boys. SARS on boys. Police on boys. Families on boys. Girls on boys. Why @Bobrisky no go leave? 
#EndSWAT @endsars"
apostle_legit,Weyre Dey disguise. 😭😂@Endsars https://t.co/hHJnA8vTbh
GenevieveEnuma,@EndSARS https://t.co/FiGIkJhWrn
Michaelkpera,"@EndSARS 
In Ondo state town on Saturday 
If u are in ondo state reply me back for direction"
teflonjaz,@jack Don’t mind @adamugarba please never stop the campaign for @endsars ✊🏾✊🏾
Bishop20203,@Mistakobz @UcheFerdinand33 @EndSars
BarbaraDolphy,"We need Better Future and brighter generation
Let's @endsars https://t.co/TE0pCKWS0M"
SeamstressMma,@uchejombo God we thank you oo for this @EndSARS https://t.co/fGxBwRVhJC
SEEDORFINC,"@MBuhari @NGPoliceForce @endsars @segalink @jidesanwoolu  
The reason we’re fighting is that we’re no longer safe with these men on black. They kill, brutalize,extort and take away anything related to your rights as a citizen.
#EndsSARS #EndPoliceBrutality #ENDBADGOVERNANCE https://t.co/DnPxdEAsFD"
SeamstressMma,"Gbagam!
@EndSARS https://t.co/KvEkggxyba"
Lawrence__Yung,@MBuhari this useless and failing government don't know what day are doing and what they are about to face we are asking for reform not just sars but the whole nation including  you @MBuhari need reform @endsars
DikeSta56359668,"This man is a blood sucker, he has wasted may innocent souls. @ENDSARS  @ENDNWAFOR https://t.co/7WSjkbK61P"
OdunayoOlufemi1,You no even see him mouth like small baby poopoo. No common sense. @ENDSARS https://t.co/LM7FJvp0fG
Solution_VE,"I do not know why it is difficult for people to understand that it is no longer business as usual in Nigeria. If the government does not want to sit up, we will push them to a stand. Enough is enough!
@endsars
#EndSARS
#solutionalltheway
#Accountability"
LeTunde,@EWAWUNMIII @Olajire_JX @ENDSARS
AnnasteciaAmaka,"@DrOlufunmilayo @yurvillagechief The same Anonymous warned them, this is sweet actually.
@ENDSARS
@ENDSWAT
@ENDPOLICEBRUTALITY"
James_ab0125,"@EndSars
@EndSwatNow🇳🇬 https://t.co/sUXAgVJ2s3"
smilez44002169,let be wise and keep strong. foe we most archive what we fighting for. #Freedom. @endsars. Benin.
MallamMudi,@artsary @OnlyFrancech @aproko_doctor @Endsars
OlaniyiOlabis16,@black_bhoy_ MTN @ENDSARS
mfolagbade123,@Aladay7 @TosinOlugbenga @MBuhari @EndSars They won’t listen to this because it doesn’t suit the narrative he wants to push.. #EndSARS
OlaniyiOlabis16,@kennyblaqmcfr_ @EndSARS
Aladay7,@TosinOlugbenga @MBuhari It was that report of the Presidental Panel on the Reform of the SARS/Police that midwife the Police Law which was signed by the President which already talks about all the demands of @endsars
James_ab0125,"@EndSars
@EndSwatNow https://t.co/sUXAgVJ2s3"
James_ab0125,"@EndSars
@EndSwatNow https://t.co/mJW7FL16BA"
AjayiMichael17,Let be united @Davvolat @davido @YeleSowore @NigeriaGov @NigeriaNewsdesk @pmnewsnigeria @PoliceNG @jidesanwoolu @ENDSARS https://t.co/kan26eG4wX
Thefear02420563,@vanguardngrnews Oh I forgot @endswat @endsars
James_ab0125,"It's another day...
We move💪
@EndSars
@EndSwatNow"
giftybeautyhome,@jack Thank you jack @EndSARS
Gbolaha37829867,@Endsars
James_ab0125,"Soro soke
@EndSars
@EndSwatNow https://t.co/vTqXDRskCU"
Highnessd1,Fuck the system fuck the uniform @Endsars
James_ab0125,"@EndSars
@EndSwatNow https://t.co/WEEwiYkCQW"
Baudey_,@IhuezeMD @EndSARS
James_ab0125,"@EndSars
@EndSwatNow https://t.co/TClcnphfZd"
OlumideIDOWU,Thank you @EndSARS https://t.co/SysBL3wZbD
NosaOnyebuchi,@endsars is not the problem the problem is @endnigeria Nigeria is created by @GOVUK @rejectnigerian and @endnigeria https://t.co/VG2Q9p6ljG
dotboysex,"@Mztiifaah Wanted! Wanted!! Wanted!!! @Endsars
@Endswatnow https://t.co/X887ZOZCB5"
James_ab0125,"@Ayokasz @Ola__Maryam @Ayokasz 
@EndSars
@EndSwat"
AnnasteciaAmaka,"@Coal_City @ENDSARS
@ENDSWAT"
BelloIbrahimOl6,@BitcoinCalculus  @Endsars
mercyLani,@OlawuO @jack @jack you just got a Nigerian name. We Nigerians appreciate everything you’ve done towards this @endsars movement
adesidamoses,@mrmacaronii @endSARS
adesidamoses,@mrmacaronii @endsars
trendy_nma,"@LeroyBaBa @jamie_970 I just resumed work now, re-tweet my fellow colleagues at work
@endswat @endswat @endpolicebrutality @endswat @reformnigeria @endsars"
trendy_nma,"@AdesuaEtomiW I just resumed work now, re-tweet my fellow colleagues at work
@endswat @endswat @endpolicebrutality @endswat @reformnigeria @endsars"
trendy_nma,"@MrAkinbosola I just resumed work now, re-tweet my fellow colleagues at work
@endswat @endswat @endpolicebrutality @endswat @reformnigeria @endsars"
trendy_nma,"@Dasucre I just resumed work now, re-tweet my fellow colleagues at work
@endswat @endswat @endpolicebrutality @endswat @reformnigeria @endsars"
trendy_nma,"@fkabudu I just resumed work now, re-tweet my fellow colleagues at work
@endswat @endswat @endpolicebrutality @endswat @reformnigeria @endsars"
trendy_nma,"@is_salsu I just resumed work now, re-tweet my fellow colleagues at work
@endswat @endswat @endpolicebrutality @endswat @reformnigeria @endsars"
CreativeMansio1,@EndSars https://t.co/uxQ4yMS7zI
olamilekanrule,@ENDSARS @ENDPOLICEBRUTALITY https://t.co/4Pob6GViNG
vigour666,@realFFK #endswat #ENDNASS #ENDIMPUNITY #COMMUNITYPOLICING @endsars
Louis05118469,@EndSars https://t.co/UP79JZK3JI
lanzini84524842,"@cuppymusic I hope you’re showing up today, or will it still end up as audio protest @endsars #EndSWATNow"
MalafakumoBest,@Ola__Maryam @EndSars
johnson_ejidike,"@wale_tinny02 @amarachievarist I Disagree on this one ooh 
@endSARS"
tuusimli,"@jack Please @jack verify @EricaNlewedim  and @RealKiddWaya for their great contribution to the @EndSARS protest by urging huge fan which are the Kiddrica, Elites and Wayademgeng to join the online protest. Your verification will help them immersely in this crucial time. Thank you"
SantoxJnr03,@endsars https://t.co/IQhNmPqmhO
BenjaminArgos,"@Bellowasiu2 @KomeLaw @bukkyigwe @BayoAdedosu @jidesanwoolu @EndSars Twitter is not enough. Parents and fellow youths ought to use the airwaves, go on telly and complain about this ongoing madness allowed to continue unguarded."
MalafakumoBest,@aproko_doctor 🤣🤣🙄🙄 @EndSars
JjOluwa,@Mistakobz @endsars oooooo
nwanneka_samuel,@EndSars https://t.co/XhVPCucFeN
RoyalCorban,@RealSnowlove @Queentess3 @jack @fkabudu @AishaYesufu @SavvyRinu @itsLaycon @EndSARS
OliverOlaiya,"@papirillo @TeewhyOfficial1 This Nigeria done tire me,, which can level be this @endsars @endswat"
phergie_noni,Ogun tise @endsars https://t.co/sBM8mYDsv8
AAyobamiahmed,The animals in human skin called SARS who are killing Nigerian youths.. Not one has been prosecuted till date. Nig Govt learn..@ENDSARS https://t.co/0EgLMAMCgb
ijiji_anthony,@ShehuSani Any protest without collective objective is a riot &amp; mere confusion. This so called @ENDSARS has turned to riot. There is no SARS anymore.
AdavizeYahaya,"@abduldanja87 @SaharaReporters @MBuhari @endsars likeminds, forget this hypocrates. They simply celebrate poverty and lack critical analysis. U can imagine how person go just settle down justify rubbish. People wai dai go work at 10am close 2pm without  productivity fit get serious mind."
NtolSamsyn,@ENDSARS....#ENDSWAT...#ENDPOLICEBRUTALITY
Boogie57663119,@mrmaccaroni_ @ENDSARS
Abdulla87765382,@baymotech @DeeOneAyekooto @EndSars That's it clandestine move.
ShomoGold1,@DANYICE128 @APCNigeria No b matter of APC or MUmU party @endsars @SAMKLEF
CallMeDexie,@Sarsmustgo @Endsars @Endswat
Nigemerican,"Today's, @EndSars was successful, tomorrow we move again. SARS, SWAT must end
@EndSars
@EndSwat
@EndPoliceBrutalityInNugeria https://t.co/LGfwwaOZlE"
Danmenduke,"Dear @ECOWASParliamnt. you are watching closely Dev. in Nigeria. Our leaders don't listen. They are killing prostesters. It takes them nothing to make our country and Africa great. Imposing economic sanctions changes nothing at the end just like in Mali.
@Coal_City @Endsars"
JordanExwhy,"If you see this please retweet let the whole world aware what's happening to Nigeria youth as our government refused to give positive &amp;satisfy respond @AJEnglish
@endsars @cnn @bbcnews #EndSARS #EndSWAT #EndPoliceBrutalityinNigeria #EndPoliceBrutality"
Abdulrahamon5,We keep fighting 🇳🇬@Endsars✊🏾
stargirlxxx6,"@adekunleGOLD Gosh, I just woke up oo. 
I am so sorry @endsars"
GeeAdamson,@Endsars #BuhariResignNow #EndsSARS #KilledBySARS #EndPoliceBrutality #EndSWATInNigeriaNow https://t.co/ff8Z7Tb7xT
loborluv,#EndSWAT @EndSars
RIVERsbanks,Appreciation tweet to @segalink man has been a blessing @CybalaAkpa @Endsars #EndPoliceBrutalityinNigeria 🙏✊✊🔥🔥🔥 https://t.co/fMyLimWkGA
raemizzimurd,"Baba Zion wey don achieve his goals plenty for music industry, u dey threatening mah no1 wit streaming abii, remember from day 1 him get grace ooh
Star boi Head to strong @wizkidayo reekado is a Viber 
Not a clout animal pls make we join hands solve our probs. @Endsars https://t.co/DNmBl18m0v"
DouglasAsuquo,@EndSARS thanks @jack https://t.co/z3xcAuRVgs
KanalyEmerald,@AvaMax @The_wordsmith10 Nice tune. @endsars
ewerebuzz,@Endsars
LilthugSammie,@callmeaysneh Everyone should extraordinary careful @Endsars
ANN69736761,END THIS SHIT &amp; STOP POPO BRUTALITY NOW! @EndSars 😭💀✊🏽  #EndSARS https://t.co/hbcD3QTjEI
AfolabiDaniel05,"This is Nigeria 
See aw we leaving now
@jack @EndSars @EndSwat 😢😢😭😭😭🇳🇬🇳🇬🇳🇬@mbuhari https://t.co/04ddeEPobs"
Charity95557213,"@Endsars
@Swat
@policebrutality and what so ever you call it before running stomach will kill you ooooo"
Bashbrown1,"Posterity will judge you all, who have kept calm to get us killed for no reason,making our parents cry, may the pains our parents go through bring curse on you all for killing and destroying our future.
#EndSWAT 
#EndBadGovernanceinNIGERIA 
#EndPoliceBrutalityinNigeria
@endsars"
ANN69736761,@Iam_DaddyTom02 END THIS SHIT &amp; STOP POPO BRUTALITY NOW! @EndSars 😭💀✊🏽 https://t.co/WVXFmICk2C
EorgeSonia,#endsars #endswart #brutality #buhariissabadboy #openear @endsars @dikibo_david @TundeEddnut @Mbahdeyforyou @AYCOMEDIAN @sydney_talker @wizkidayo @burnaboy @MBuhari
millzhotep,"Yesss o we want to end capitalism 
And oppression kilode abi e mever do????
@ENDSARS https://t.co/sA5cueSB2p"
millzhotep,"And yet they scream their is insecurity and major killings happening in their state yet you need army why? NORTHERN KOKO YAM END
@endsars https://t.co/ZUnUZbGfOW"
Biggienono26,"@GovKaduna @EndSars,@EndSwat and@Endnigeria https://t.co/UwlDMzVRZr"
LekanAbolade,"@ConcernedNIG obafemi awolowo have said it that, there will be a time people will come out to fight for there right and this is the time @Endswat @Endsars @DONJAZZY @endpolicebrutality"
adesidamoses,@endsars cruise https://t.co/mxSqsKKLd6
CzChris5,"That's the spirit
@Endsars now https://t.co/7mWEFKPkMW"
Mufasa53934313,@AreaFada1 @BorngreatHero @endsars#endnigeria airport it's one of the most major place to shutdown
ToademEatseun,"@dino_melaye saw it coming
I've always loved your swag
@AishaYesufu @EndSARS @EndPoliceBrutality @EndBadGovernance @NigeriaLivesMatters https://t.co/4iblZfAK2C"
emotechmedia,@ChiefUmarhere Were here @endsars now
OgaranyaP,@lasisielenu @wizkidayo @davido @PeterPsquare @AYCOMEDIAN  After @EndSARs please we should also look into end the second SARS ( Senate's and Rep's salary) please 🙏🙏🙏🙏🙏
yemi_cash,@Endsars https://t.co/OHw8hdBhWY
harunamanga,@alinuhu_ Protest on what Malam Ali?  if it on @EndSARS ne zaka gamu da gammon ka fa
osisiogu_peter,"As we march on, working tirelessly to restore sanity to our police system @endsars, let's always keep in mind to wash our hands regularly
#WorldHandwashingDay 
#EndPoliceBrutalityinNigeria"
IJudosky,"#Ojo to d world#
       @Endsars https://t.co/l0te4OrYem"
JumokeAkinyode,"This sacrifice should not be in vain. @EndSARS
@Endpolicebrutality
@EndSWAT https://t.co/iq2fZWqZp2"
cojcinema,@endsars https://t.co/f94DdSLx6r
Iam_Gcfr,@deyinkaa_ @EndSars Focus reset 😂😂😂 ##EndSARS #EndSarsNow #EndPoliceBrutality #ReformPoliceNG #SARSMUSTEND #EndSWAT
rophekar,"SOROSOKE!!!
@ENDSWAT
@ENDSARS"
Topegbeke,@ogundamisi @Endsars Revolution is happing already. @Revolutionnow. Sho them the way
Ugonna_el,"@life_of_rey @AgathusCakery Na who dey alive the party.....
#EndPoliceBrutalityinNigeria 
@Endsars....
Fuck your party"
ModonGhost,@bills_feezy @Zlatan_Ibile Bro nobody cares abou ur fucking story @endsars fool 🦩
QueenBiafran,It is time to #END NIGERIA NOW @endsars
FranklinIhekwe1,"@channelstv Another ploy to end the protest😂😂
@EndSWAT
@ENDPOLICEBRUTALITY
@ENDSARS"
IsholaToheeb5,@ENDSARS@ENDBADGOverNMENT@@@
RoyalCorban,@DailyPostNGR Don't start before this goes haywire @EndSARS
AdetolaBademos1,@chilopsboy @vanguardngrnews @EndSars 😂😂😂
alexanderejiofo,"@chilopsboy @vanguardngrnews @EndSars You got it very right brother. 
Strike end or not protest for governance must continue."
baymotech,@DeeOneAyekooto Hahahahaha 😀😀😀 the picture we want to create will accommodate every body. Liar.... Sowore is looking for avenue to take over. @endsars jooooo...
Godson48707247,@Sir_omanef @lalaakindoju @EndSars No boss ! I Stan in peace 😂😂😂
fransoch73,@jamiu_99053 @atiku Walahi! You no well. @EndSARS
dannyblee27,All what we're saying @ENDSARS https://t.co/zB0i1xRZCw
chilopsboy,"@vanguardngrnews ASUU decided to go on strike, we would decide when to go back to classes.

He go schock dem

@ENDSARS"
olamilekanrule,"@fkabudu Remember we are in the middle of war be vigilant all this enemy are not sleeping , be arlated !!!, They are looking for all means to enter us. God no go shame us @ENDSARS, @ENDPOLICEBRUTALITY"
Sir_omanef,"@Godson48707247 @lalaakindoju @EndSars Hope u are not planning to steal my crush?
#EndSWAT 
#EndSARS"
OpuiyoMike,@BeulahEtim @EndSars 💪💪
callieokwu,"@adamugarba I think its really stupid to make politics out of @ENDSARS. As a politician, what you have committed amounts to political suicide!"
Jazee211,"@thegreatola Amen ❣ 
@EndSars"
Godson48707247,@Sir_omanef @lalaakindoju @Sir_omanef  I Stan with your choice ! She has been very active on here reweeeting and commenting every shii . Kudos @lalaakindoju. Lezz @Endsars
BeulahEtim,"@OpuiyoMike @EndSars I will unfollow you o 
Focus abeg"
olamilekanrule,"@DeleMomodu Thank you sir you have done alot, if you no even do unko  what are we going to do. The good name good has given you will not spoil. @DeleMomodu , @endsars"
AchugoO,"@Endsars, let's pass vote of no confidence on the Nigerian head leaders."
AronuJuventus,@SkyNews Thank God for the youths. @endsars cus this could have been done by our parents...gradually we move to our leaders cus we better die than to leave on our kneels...@davido
olamilekanrule,@abisinuolah @King_Bolarinwa Ewowon unkan ta ri won so ni yen. May God change of una to better Nigerian police. @endsars @endpolicebrutality @olamide
JamiuOyebola,Pls make we use this opportunity end many things not just sars or police reform God Dey our back @EndSARS
tobentopauloo,@Bellowasiu2 @bukkyigwe @BayoAdedosu @jidesanwoolu @EndSars It's a price your son must pay for a better tomorrow. He should be riding in modern train in the 21st century of Nigeria.
Nnamdiopara3,"@falzthebahdguy @MBuhari If @MBuhari  no read am, his wife go read am,@endsars"
olamilekanrule,@Gidi_Traffic @gidifeedtv We need to know who is behind this thug of a thing @endpolicebrutality @endsars
TiemoVibes,Yes am in @EndSarS https://t.co/3RhYkdCjJc
Babatun07363310,@djkaywise Old men no  dey soro soke. But awa youth tj @endsars
IfeanyiCLEMEN18,Our country is in deep trouble in the hands of these government.@ENDSARS https://t.co/pgX7CWkALk
deyinkaa_,Lmaoooo please @EndSARS is the focus https://t.co/mArpOq1VAo
badpadi,"@Mbahdeyforyou @FlutterPay @endpolicebrutality @endsars
+2349014442252"
badpadi,"Pls follow my account @badpadi
@badpadi
@endsars @sarsmustgo @endpolicebrutality"
OLOTUJULIUS,"We are tired of talk, is time to act NOW.
@Endsars
@EndPoliceBrutality.
@EndSwat.
And make Nigeria great again. https://t.co/kDHUHAGBOa"
badpadi,@kelvintalkerr @endpolicebrutality @endsars @sarsmustgo
badpadi,@gbolahanba @endsars
adesidamoses,@endsars @endpolicebrutality https://t.co/g5Ls8K6EMr
stargirlxxx6,"@wizkidayo @Mbahdeyforyou You get mind oo,  you are already showing us your true colour, oti soro soke bayii, you are doing well. 

I think davido is even more wiser than you are anyways @endsars"
Bosspablomiebi,"Did i not see the governor of Lagos go an join the protest? 
Abeg @MBuhari just please @ENDSARS"
DebbyTheDove,"@renoomokri @YeleSowore @reno unity unity unity,let forgive and forget d past,the event of 2015 can't be place on @sowore alone ,just consider @aishayusuf and @sowore contribution to @endsars"
moses_ox,Wait oo🧐🧐 where our Fuji musicians dey @officialpasuma @kingsaheedosupa @TayeCurrency  where una dey? Let's @endswat @endsars together we can do it .. @davido @burnaboy @BankyW
zheeky08,"You're asking me what I'm I doing for a living, so you think living in Nigeria is easy abi? Ok, Oya I'm living in Nigeria for a living😜 @endsars @mrmacaronii @SaharaReporters @wizkidayo @YeleSowore"
millzhotep,"Please wey never fix there country
They talk about another man country
Una see say this one na misplaced priority. Them no good for house
But wan de claim say them good for outside!!! Smh
Shame!! Shame!! Shame!!
@endsars
@endpolicedrutality
@endoppression
@endcapitalism https://t.co/crxaknT5Rv"
ofurum_wisdom,"@knzi411 @SugarcoatedTheo @tokstarr @EndSars LMFAO,"
Popsoncool,@3rdHubEnt @Endsars @endpolicebrutality https://t.co/AphXcbMwam
Oladime21853997,"@CynthiaTheBrand End them all, we all need independent @ENDSARS. https://t.co/PbYyUaiQ5x"
Bishop20203,"@Auntyadaa Data to keep d light burning🔥 
@Endsars"
Dazzle2050,"If @0x and @shollsman had met SARS on their way to create this massive company in 2015, this milestone would not be recorded today because they would have been dead. WHY? Because they had LAPTOPS!

@EndSARS
@EndSWAT
@EndPoliceBrutality https://t.co/0Rf5TYhV9x"
beejiess,@CNN @AJEnglish @UN @BBCWorld @guardian @ENDSARS https://t.co/GBqllOtdzm
enyi_ogb,@MobilePunch @Endsars
DikeSta56359668,@ENDSARS NOW
Elegantyy,"No checkpoints in Warri and it's environs since the past 4 days. The tricycle riders, motorcyclist &amp; businessmen are Happy.
Huge Movement!
We want the Police system to be dismantled &amp; then rebuilt with justice,hardwk and discipline
@IAOkowa 
@WarriUpdate 
@crownfmasaba 
@EndSARS"
Okwydominic,"@endsars This Man is the had supritendent SARS ukuzu anambra he has morderd more than 250 youth in clouding 200 members of massob he kills  and dump there bodys in azu river he most be brought to justice, Ap James nwafor https://t.co/kmyw38kLDF"
Okwydominic,@endsars This Man is the had supritendent SARS ukuzu anambra he has morderd more than 250 youth in clouding 200 members of massob he kills  and dump there bodys in azu river he most be brought to justice. https://t.co/Jqi57LfNaq
AlimiAzeez13,"We really accepted that Covid 19 is real in Nigeria, according to the daily number of scores we just see. Imagine the population of the @Endsars protesters, we thank God the scores did not counted on them."
Balmydealz,@Bellowasiu2 @bukkyigwe @BayoAdedosu @jidesanwoolu @EndSars Your wife and children aren't better than those who lost their lives in the struggles. People who are selfish like you don't escape world tests too.
Spironaanar,"@davido @benmurraybruce @jarex2_official @burnaboy @AishaYesufu Why are these people toying with power of the masses, I call for a vast protest all over the states. @ENDSARS@ENDSWAT. https://t.co/Itx3a8Mjp7"
mbsoladepo,The true meaning @Endsars https://t.co/ysRbGCIWBm
agbaramichelle,#EndSWATInNigeriaNow #endswat @endsars https://t.co/rI0tYWSZHw
OpuiyoMike,"So people like JJ Omojuwa are the people choosing leaders or frontliners for @ENDSARS. It has has finished forget it. They used Dipo, Williams, now Omojuwa. Damn. We Struggling in vain indeed. https://t.co/gQyzosQIkx"
AkwariCharles,"Let it be known that we are angry and don’t let this anger built in already start exploding out.

We are not out here joking.

Nigerian Youths, It’s time to start talking to your employers to give you days off to protest.

We need to ground everything. 

#EndSWAT @EndSars https://t.co/zmU4FYannv"
kollinnx,"@RealDreylo @InksNation I dey game ooo
3107775668
First bank
Ngwoke Sunday.
@endsars"
ameh80,@Endsars No rogue police Officer has been arrested. Make arrest not promises!
citymanenterta1,@davido @ShehuSani @WithAlhaji @endsars @DONJAZZY https://t.co/tlzY9WMO9F
moses_ox,@oluwapeejayy You ruined your future and your children future at the end.its a shame.. @endswat @endsars
stanley_dako,@wizkidayo Too hash man....  I like your doings but dis tone wasn't called for @wizkidayo  #EndSWAT @endsars
awkombee,@AbrahamFaiza @EndSars @rape @traitors @alshabaab Elaborate more plz #EndSARS
jega_eleniyan,@oshafuamowun @EndSars I am on the field you skally
jega_eleniyan,@oshafuamowun @EndSars Ori eh daru. Omo ale
AndreNath5,They want to silent the voice of the people by sponsoring thugs to attack protesters in Lagos alausa please take note @USinNigeria @realDonaldTrump @CNN @cnnbrk @CNNAfrica @cnni #EndSWAT @ENDSARS
AnnasteciaAmaka,"We move
@ENDSWAT
@ENDSARS
@ENDPOLICEBRUTATALITY https://t.co/WwDsuW9xaP"
DrWealth9,@royzkingin #EndPoliceBrutality @EndSARS @EndSWAT
Bellowasiu2,"@bukkyigwe @BayoAdedosu @jidesanwoolu Please tell him.  My wife and children are stuck in the Lekki traffic. The Governor must act fast.  There's limit to to which other citizens patience and endurance. We've all lent our support to @endsars ,the Govt has responded. Enough is enough. Parents rein in your children"
HoseaAbel,@meothmans @EndSARS
HoseaAbel,@ENDSARS https://t.co/dQ8N7CjWRN
abbeycom1,Shey na their life @EndSars @EndSWAT https://t.co/HAqcjzrDgE
Oscarva46433980,Fulani youths protesting too @endsars..retweet asap https://t.co/Uu9mSqFR0W
